time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1966-05-14T17:03:54.000Z,34.023,138.983,10,5.7,mw,,,,,iscgem,iscgem847467,2020-07-10T01:59:18.571Z,"72 km S of Shimoda, Japan",earthquake,,,,,automatic,iscgem,iscgem
1966-06-23T05:01:43.000Z,43.726,140.19,225,5.6,mw,,,,,iscgem,iscgem846760,2015-05-13T18:53:00.000Z,"74 km NW of Yoichi, Japan",earthquake,,,,,automatic,iscgem,iscgem
1966-08-20T09:32:32.000Z,42.981,140.708,159.4,5.8,mw,,,,,iscgem,iscgem844732,2020-07-10T01:53:46.943Z,"16 km E of Iwanai, Japan",earthquake,,,,,automatic,iscgem,iscgem
1966-11-12T12:49:44.000Z,41.746,144.389,32.5,6,mw,,,,,iscgem,iscgem841525,2015-05-13T18:53:00.000Z,"136 km S of Kushiro, Japan",earthquake,,,,,automatic,iscgem,iscgem
1966-12-27T01:22:18.000Z,37.126,141.202,55.3,5.6,mw,,,,,iscgem,iscgem841004,2020-07-10T01:47:34.782Z,"29 km ENE of Iwaki, Japan",earthquake,,,,,automatic,iscgem,iscgem
1967-01-06T00:04:06.000Z,41.878,143.482,39.3,5.9,mw,,,,,iscgem,iscgem839459,2020-07-10T01:43:46.017Z,"105 km ESE of Shizunai-furukawach?, Japan",earthquake,,,,,automatic,iscgem,iscgem
1967-01-17T11:59:33.000Z,38.244,142.152,45.8,6.6,mw,,,,,iscgem,iscgem839857,2020-07-10T01:44:46.383Z,"76 km ESE of Ishinomaki, Japan",earthquake,,,,,automatic,iscgem,iscgem
1967-01-24T03:05:40.000Z,41.5,142.2,68,5.7,mw,,,,,iscgem,iscgem840088,2015-05-13T18:53:00.000Z,"85 km ENE of Mutsu, Japan",earthquake,,,,,automatic,iscgem,iscgem
1967-02-28T09:37:20.000Z,32.608,141.649,25,6,mw,,,,,iscgem,iscgem839185,2015-05-13T18:53:00.000Z,"Izu Islands, Japan region",earthquake,,,,,automatic,iscgem,iscgem
1967-07-04T23:42:14.000Z,43.136,142.67,158.1,5.7,mw,,,,,iscgem,iscgem832985,2020-07-10T01:33:48.323Z,"33 km SE of Shimo-furano, Japan",earthquake,,,,,automatic,iscgem,iscgem
1967-08-13T20:06:52.000Z,35.388,135.43,364.3,6.3,mw,,,,,iscgem,iscgem832232,2020-07-10T01:31:05.034Z,"11 km SE of Maizuru, Japan",earthquake,,,,,automatic,iscgem,iscgem
1967-09-15T00:28:39.000Z,35.607,140.738,45,5.8,mw,,,,,iscgem,iscgem831273,2020-07-10T01:29:23.924Z,"14 km SSE of Asahi, Japan",earthquake,,,,,automatic,iscgem,iscgem
1967-09-19T10:56:10.000Z,43.065,145.297,80,6.1,mw,,,,,iscgem,iscgem831414,2020-07-10T01:29:57.777Z,"36 km SW of Nemuro, Japan",earthquake,,,,,automatic,iscgem,iscgem
1967-11-04T13:26:47.000Z,37.317,141.846,35,6,mw,,,,,iscgem,iscgem829071,2015-05-13T18:53:01.000Z,"near the east coast of Honshu, Japan",earthquake,,,,,automatic,iscgem,iscgem
1967-11-04T14:30:39.000Z,43.523,144.316,30,6.7,mw,,,,,iscgem,iscgem829073,2020-07-10T01:25:29.872Z,"38 km SSE of Motomachi, Japan",earthquake,,,,,automatic,iscgem,iscgem
1967-11-04T14:46:03.000Z,43.502,144.261,30,5.6,mw,,,,,iscgem,iscgem829076,2020-07-10T01:25:47.823Z,"38 km SSE of Motomachi, Japan",earthquake,,,,,automatic,iscgem,iscgem
1967-11-19T12:07:00.000Z,36.44,141.272,35,5.8,mw,,,,,iscgem,iscgem829507,2020-07-10T01:26:37.545Z,"58 km ESE of Takahagi, Japan",earthquake,,,,,automatic,iscgem,iscgem
1967-11-28T02:36:56.000Z,32.165,130.844,130.1,5.6,mw,,,,,iscgem,iscgem829793,2020-07-10T01:27:01.894Z,"10 km ESE of Hitoyoshi, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-01-07T11:12:31.000Z,33.623,141.938,15,6,mw,,,,,iscgem,iscgem827052,2015-05-13T18:53:01.000Z,"225 km SE of Katsuura, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-02-21T01:44:54.000Z,32.066,130.712,10,6.2,mw,,,,,iscgem,iscgem826420,2020-07-10T01:21:19.416Z,"8 km E of ?kuchi-shinohara, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-02-25T20:00:32.000Z,37.586,141.65,65.5,5.6,mw,,,,,iscgem,iscgem826722,2015-05-13T18:53:01.000Z,"58 km E of Namie, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-02-28T12:08:02.000Z,32.928,137.82,344.1,6.3,mw,,,,,iscgem,iscgem826814,2015-05-13T18:53:01.000Z,"189 km S of ?yama, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-04-01T00:42:07.000Z,32.449,132.269,34.2,7.5,mw,,,,,iscgem,iscgem823387,2020-07-10T01:18:08.413Z,"58 km ESE of Nobeoka, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-04-01T07:13:19.000Z,32.241,132.136,30,6.8,mw,,,,,iscgem,iscgem823402,2020-07-10T01:18:26.228Z,"58 km SE of Nobeoka, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-04-14T08:37:11.000Z,33.514,141.763,24.2,5.6,mw,,,,,iscgem,iscgem823906,2015-05-13T18:53:01.000Z,"224 km SE of Katsuura, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-04-21T08:34:03.000Z,38.621,143.286,25,6.3,mw,,,,,iscgem,iscgem824168,2015-05-13T18:53:01.000Z,"142 km ESE of Kamaishi, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-05-16T00:49:02.000Z,40.86,143.435,29.9,8.2,mw,,,,,iscgem,iscgem821946,2020-07-10T01:16:01.220Z,"168 km ENE of Hachinohe, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-05-16T01:04:56.000Z,41.11,143.5,25,6,mw,,,,,iscgem,iscgem821948,2015-05-13T18:53:01.000Z,"165 km SE of Shizunai-furukawach?, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-05-16T06:36:52.000Z,41.097,143.204,30,5.8,mw,,,,,iscgem,iscgem822047,2015-05-13T18:53:01.000Z,"154 km SSE of Shizunai-furukawach?, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-05-16T08:58:14.000Z,41.444,142.815,29.3,6.1,mw,,,,,iscgem,iscgem822073,2020-07-10T01:16:26.966Z,"105 km SSE of Shizunai-furukawach?, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-05-16T10:39:02.000Z,41.43,142.864,25,7.9,mw,,,,,iscgem,iscgem822083,2020-07-10T01:16:40.146Z,"108 km SSE of Shizunai-furukawach?, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-05-16T16:13:46.000Z,39.856,143.745,25,6.5,mw,,,,,iscgem,iscgem822151,2015-05-13T18:53:01.000Z,"156 km E of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-05-16T18:43:22.000Z,40.82,142.198,59.3,5.7,mw,,,,,iscgem,iscgem822165,2015-05-13T18:53:01.000Z,"68 km ENE of Hachinohe, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-05-16T19:16:48.000Z,41.35,142.614,43.3,6.1,mw,,,,,iscgem,iscgem822166,2015-05-13T18:53:01.000Z,"111 km S of Shizunai-furukawach?, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-05-16T20:22:16.000Z,41.506,142.717,37.1,6.1,mw,,,,,iscgem,iscgem822175,2020-07-10T01:16:57.220Z,"96 km SSE of Shizunai-furukawach?, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-05-16T23:04:58.000Z,39.808,143.233,43,6.5,mw,,,,,iscgem,iscgem822187,2015-05-13T18:53:01.000Z,"112 km E of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-05-17T10:42:47.000Z,39.698,143.516,27.8,6.1,mw,,,,,iscgem,iscgem822237,2015-05-13T18:53:01.000Z,"135 km E of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-05-17T16:02:24.000Z,40.699,144.192,20,6.3,mw,,,,,iscgem,iscgem822260,2015-05-13T18:53:01.000Z,"224 km ENE of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-05-17T18:17:09.000Z,39.684,143.366,34.9,6.1,mw,,,,,iscgem,iscgem822266,2015-05-13T18:53:01.000Z,"122 km E of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-05-19T04:12:38.000Z,35.626,141.955,20,6.3,mw,,,,,iscgem,iscgem822332,2015-05-13T18:53:01.000Z,"102 km E of Hasaki, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-05-19T22:16:49.000Z,40.941,143.458,37.4,6.1,mw,,,,,iscgem,iscgem822368,2015-05-13T18:53:01.000Z,"172 km ENE of Hachinohe, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-05-20T03:16:20.000Z,40.15,144.063,15,5.9,mw,,,,,iscgem,iscgem822379,2015-05-13T18:53:01.000Z,"189 km ENE of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-05-21T04:11:26.000Z,41.162,143.667,30,5.6,mw,,,,,iscgem,iscgem822432,2015-05-13T18:53:01.000Z,"169 km SE of Shizunai-furukawach?, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-05-22T10:51:55.000Z,41.529,143.031,45.1,6,mw,,,,,iscgem,iscgem822518,2020-07-10T01:17:10.155Z,"105 km SSE of Shizunai-furukawach?, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-05-22T19:29:28.000Z,40.25,142.51,48.5,6,mw,,,,,iscgem,iscgem822541,2020-07-10T01:17:23.067Z,"82 km NE of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-05-24T14:06:24.000Z,40.881,143.178,27.6,6.6,mw,,,,,iscgem,iscgem822745,2015-05-13T18:53:02.000Z,"148 km ENE of Hachinohe, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-05-25T11:52:58.000Z,40.179,143.29,31.8,6.1,mw,,,,,iscgem,iscgem822812,2015-05-13T18:53:02.000Z,"129 km ENE of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-06-01T10:31:50.000Z,40.252,142.397,45,5.8,mw,,,,,iscgem,iscgem819574,2020-07-10T01:12:31.803Z,"77 km NNE of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-06-12T13:41:53.000Z,39.503,143.07,32.1,7,mw,,,,,iscgem,iscgem820211,2020-07-10T01:13:39.976Z,"96 km E of Yamada, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-06-12T21:57:42.000Z,39.362,142.955,27.5,6.3,mw,,,,,iscgem,iscgem820262,2015-05-13T18:53:02.000Z,"87 km E of Yamada, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-06-13T11:56:24.000Z,39.235,143.187,30,5.6,mw,,,,,iscgem,iscgem820301,2015-05-13T18:53:02.000Z,"109 km ESE of Yamada, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-06-13T21:10:37.000Z,39.421,143.097,30,6.2,mw,,,,,iscgem,iscgem820322,2015-05-13T18:53:02.000Z,"98 km E of Yamada, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-06-14T11:52:39.000Z,39.306,142.992,24.5,5.7,mw,,,,,iscgem,iscgem820355,2015-05-13T18:53:02.000Z,"91 km ESE of Yamada, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-06-17T11:53:01.000Z,41.054,143.259,37.6,6.3,mw,,,,,iscgem,iscgem820557,2015-05-13T18:53:02.000Z,"160 km SSE of Shizunai-furukawach?, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-06-17T18:57:30.000Z,38.745,143.918,25,6.4,mw,,,,,iscgem,iscgem820585,2015-05-13T18:53:02.000Z,"187 km ESE of Kamaishi, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-06-22T01:12:33.000Z,40.406,143.767,18.2,6.1,mw,,,,,iscgem,iscgem821004,2015-05-13T18:53:02.000Z,"177 km ENE of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-06-25T23:33:20.000Z,39.585,143.587,20.7,5.8,mw,,,,,iscgem,iscgem821218,2015-05-13T18:53:02.000Z,"141 km E of Yamada, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-06-26T10:23:51.000Z,42.037,142.897,45,5.8,mw,,,,,iscgem,iscgem821247,2020-07-10T01:14:52.933Z,"Hokkaido, Japan region",earthquake,,,,,automatic,iscgem,iscgem
1968-07-01T10:45:12.000Z,35.999,139.348,60.6,6.1,mw,,,,,iscgem,iscgem818523,2020-07-10T01:10:42.360Z,"5 km NW of Sakado, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-07-05T11:28:14.000Z,38.478,142.153,47,6.3,mw,,,,,iscgem,iscgem818662,2020-07-10T01:11:26.422Z,"74 km E of Ishinomaki, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-07-10T20:40:31.000Z,40.211,143.472,20,5.9,mw,,,,,iscgem,iscgem818892,2015-05-13T18:53:02.000Z,"145 km ENE of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-07-12T00:44:37.000Z,39.554,143.238,21.8,6,mw,,,,,iscgem,iscgem818928,2015-05-13T18:53:02.000Z,"111 km E of Yamada, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-07-12T03:56:28.000Z,39.623,143.277,19.9,6,mw,,,,,iscgem,iscgem818931,2015-05-13T18:53:02.000Z,"114 km E of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-07-23T23:02:39.000Z,40.387,143.505,26.7,6,mw,,,,,iscgem,iscgem819294,2015-05-13T18:53:02.000Z,"156 km ENE of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-08-05T16:17:06.000Z,33.231,132.192,45.7,6.8,mw,,,,,iscgem,iscgem817699,2020-07-10T01:07:37.388Z,"34 km W of Uwajima, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-08-07T08:00:15.000Z,43.024,144.844,59.9,5.8,mw,,,,,iscgem,iscgem817753,2020-07-10T01:07:56.998Z,"38 km E of Kushiro, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-08-08T04:55:10.000Z,36.363,141.587,37.6,5.8,mw,,,,,iscgem,iscgem817774,2015-05-13T18:53:02.000Z,"87 km ESE of Takahagi, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-08-16T10:39:17.000Z,38.589,143.574,15,5.9,mw,,,,,iscgem,iscgem818066,2015-05-13T18:53:02.000Z,"166 km ESE of Kamaishi, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-08-25T09:07:32.000Z,40.108,143.43,21,5.7,mw,,,,,iscgem,iscgem818320,2015-05-13T18:53:02.000Z,"off the east coast of Honshu, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-08-25T09:13:48.000Z,40.056,143.393,21.5,5.7,mw,,,,,iscgem,iscgem818322,2015-05-13T18:53:02.000Z,"132 km ENE of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-09-15T10:50:15.000Z,40.85,143.338,27.2,6,mw,,,,,iscgem,iscgem817038,2015-05-13T18:53:02.000Z,"160 km ENE of Hachinohe, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-09-21T13:06:02.000Z,42.035,142.676,58.3,6.7,mw,,,,,iscgem,iscgem817240,2020-07-10T01:04:53.622Z,"41 km SE of Shizunai-furukawach?, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-10-07T20:49:04.000Z,41.965,142.759,35,6.5,mw,,,,,iscgem,iscgem815712,2020-07-10T01:00:47.091Z,"52 km SE of Shizunai-furukawach?, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-10-20T12:21:49.000Z,40.433,144.299,15,6,mw,,,,,iscgem,iscgem816133,2015-05-13T18:53:02.000Z,"219 km ENE of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-10-28T14:40:41.000Z,33.51,140.984,50,5.6,mw,,,,,iscgem,iscgem816372,2015-05-13T18:53:02.000Z,"191 km SSE of Katsuura, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-10-29T04:06:08.000Z,31.348,141.904,35,5.8,mw,,,,,iscgem,iscgem816389,2015-05-13T18:53:02.000Z,"Izu Islands, Japan region",earthquake,,,,,automatic,iscgem,iscgem
1968-11-11T14:41:16.000Z,40.172,143.442,27.1,5.9,mw,,,,,iscgem,iscgem815011,2015-05-13T18:53:02.000Z,"140 km ENE of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-11-13T18:41:49.000Z,40.188,142.75,46,6.2,mw,,,,,iscgem,iscgem815079,2020-07-10T00:58:51.610Z,"91 km NE of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1968-11-24T21:21:01.000Z,40.337,142.468,40,5.9,mw,,,,,iscgem,iscgem815353,2020-07-10T00:59:37.886Z,"84 km ESE of Hachinohe, Japan",earthquake,,,,,automatic,iscgem,iscgem
1969-01-19T07:02:09.000Z,44.985,143.238,244.7,7,mw,,,,,iscgem,iscgem813290,2020-07-10T00:55:11.083Z,"70 km N of Mombetsu, Japan",earthquake,,,,,automatic,iscgem,iscgem
1969-03-08T10:20:10.000Z,41.32,139.81,170,5.7,mw,,,,,iscgem,iscgem810683,2020-07-10T00:47:11.275Z,"73 km NW of Shimokizukuri, Japan",earthquake,,,,,automatic,iscgem,iscgem
1969-03-16T15:54:18.000Z,38.542,142.886,38.8,6,mw,,,,,iscgem,iscgem810987,2015-05-13T18:53:02.000Z,"117 km ESE of ?funato, Japan",earthquake,,,,,automatic,iscgem,iscgem
1969-03-21T03:05:11.000Z,40.38,143.882,17.1,5.8,mw,,,,,iscgem,iscgem811168,2015-05-13T18:53:02.000Z,"184 km ENE of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1969-03-31T19:25:28.000Z,38.502,134.555,398.1,6.7,mw,,,,,iscgem,iscgem811728,2015-05-13T18:53:02.000Z,"266 km NW of Hakui, Japan",earthquake,,,,,automatic,iscgem,iscgem
1969-04-09T12:57:25.000Z,36.825,139.853,110.4,5.7,mw,,,,,iscgem,iscgem809699,2020-07-10T00:44:18.181Z,"eastern Honshu, Japan",earthquake,,,,,automatic,iscgem,iscgem
1969-04-10T14:54:05.000Z,42.082,131.132,565,5.8,mw,,,,,iscgem,iscgem809729,2015-05-13T18:53:02.000Z,"61 km S of Zarubino, Russia",earthquake,,,,,automatic,iscgem,iscgem
1969-04-15T17:30:55.000Z,39.854,143.647,10,6.1,mw,,,,,iscgem,iscgem809881,2015-05-13T18:53:02.000Z,"148 km E of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1969-04-17T04:56:14.000Z,39.599,143.616,10,5.9,mw,,,,,iscgem,iscgem809924,2015-05-13T18:53:02.000Z,"143 km E of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1969-04-21T07:19:28.000Z,32.15,131.938,38.6,7,mw,,,,,iscgem,iscgem810045,2020-07-10T00:45:27.975Z,"41 km E of Takanabe, Japan",earthquake,,,,,automatic,iscgem,iscgem
1969-04-22T08:11:23.000Z,39.893,143.35,34.5,6,mw,,,,,iscgem,iscgem810080,2015-05-13T18:53:02.000Z,"123 km ENE of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1969-05-13T14:19:43.000Z,36.4,140.736,50,5.6,mw,,,,,iscgem,iscgem808891,2020-07-10T00:42:26.471Z,"16 km NE of ?arai, Japan",earthquake,,,,,automatic,iscgem,iscgem
1969-06-12T07:41:24.000Z,40.405,143.794,15,5.8,mw,,,,,iscgem,iscgem807949,2015-05-13T18:53:03.000Z,"179 km ENE of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1969-07-12T19:16:32.000Z,39.849,143.737,19.5,6.2,mw,,,,,iscgem,iscgem806984,2015-05-13T18:53:03.000Z,"155 km E of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1969-07-23T13:14:36.000Z,37.36,141.669,47.3,5.6,mw,,,,,iscgem,iscgem807346,2015-05-13T18:53:03.000Z,"60 km ESE of Namie, Japan",earthquake,,,,,automatic,iscgem,iscgem
1969-08-17T11:54:56.000Z,42.666,141.566,129.7,5.9,mw,,,,,iscgemsup,iscgemsup805944,2020-07-10T13:41:48.083Z,"4 km NW of Tomakomai, Japan",earthquake,,,,,automatic,iscgem,iscgem
1969-09-03T16:20:26.000Z,31.343,140.33,30,5.9,mw,,,,,iscgem,iscgem804081,2015-05-13T18:53:03.000Z,"Izu Islands, Japan region",earthquake,,,,,automatic,iscgem,iscgem
1969-09-09T05:15:38.000Z,35.794,137.063,10,6.3,mw,,,,,iscgem,iscgem804274,2020-07-10T00:35:36.711Z,"eastern Honshu, Japan",earthquake,,,,,automatic,iscgem,iscgem
1969-12-04T08:50:24.000Z,40.726,144.715,29.1,5.7,mw,,,,,iscgem,iscgem800688,2015-05-13T18:53:03.000Z,"251 km S of Kushiro, Japan",earthquake,,,,,automatic,iscgem,iscgem
1970-01-20T17:33:05.000Z,42.523,143.05,35.1,6.4,mw,,,,,iscgem,iscgem800254,2020-07-10T00:27:47.328Z,"45 km SSW of Obihiro, Japan",earthquake,,,,,automatic,iscgem,iscgem
1970-03-09T00:50:07.000Z,39.579,143.546,25,5.9,mw,,,,,iscgem,iscgem797667,2015-05-13T18:53:03.000Z,"137 km E of Yamada, Japan",earthquake,,,,,automatic,iscgem,iscgem
1970-03-23T00:20:55.000Z,40.212,140.312,143.4,5.7,mw,,,,,iscgem,iscgem798303,2020-07-10T00:20:59.660Z,"4 km WSW of Takanosu, Japan",earthquake,,,,,automatic,iscgem,iscgem
1970-04-01T14:23:24.000Z,39.817,141.944,65,5.7,mw,,,,,iscgem,iscgem796196,2020-07-10T00:14:39.719Z,"18 km N of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1970-04-16T01:55:57.000Z,34.579,141.629,25,6,mw,,,,,iscgem,iscgem796780,2015-05-13T18:53:04.000Z,"135 km ESE of ?hara, Japan",earthquake,,,,,automatic,iscgem,iscgem
1970-05-27T19:05:37.000Z,40.256,143.043,10,5.9,mw,,,,,iscgem,iscgem796053,2015-05-13T18:53:04.000Z,"115 km NE of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1970-05-27T22:35:47.000Z,40.139,143.117,15,6.2,mw,,,,,iscgem,iscgem796059,2015-05-13T18:53:04.000Z,"114 km ENE of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1970-05-27T23:56:40.000Z,40.267,143.095,30,6,mw,,,,,iscgem,iscgem796061,2015-05-13T18:53:04.000Z,"120 km NE of Miyako, Japan",earthquake,,,,,automatic,iscgem,iscgem
1970-07-25T22:41:14.000Z,32.053,131.782,45,7,mw,,,,,iscgem,iscgem794013,2020-07-10T00:06:10.339Z,"28 km ESE of Takanabe, Japan",earthquake,,,,,automatic,iscgem,iscgem
1970-07-26T07:10:39.000Z,32.158,131.873,45,6.2,mw,,,,,iscgem,iscgem794034,2020-07-10T00:06:32.231Z,"35 km E of Takanabe, Japan",earthquake,,,,,automatic,iscgem,iscgem
1970-09-14T09:44:55.000Z,38.751,142.321,48.6,6.4,mw,,,,,iscgem,iscgem791993,2020-07-09T23:58:54.999Z,"63 km SE of ?funato, Japan",earthquake,,,,,automatic,iscgem,iscgem
1970-10-16T05:26:13.000Z,39.237,140.718,15,6.2,mw,,,,,iscgem,iscgem791152,2020-07-09T23:57:57.141Z,"16 km ESE of Yokote, Japan",earthquake,,,,,automatic,iscgem,iscgem
1970-12-06T20:20:52.000Z,41.787,143.742,40,6.5,mw,,,,,iscgem,iscgem788955,2020-07-09T23:50:30.020Z,"129 km ESE of Shizunai-furukawach?, Japan",earthquake,,,,,automatic,iscgem,iscgem
1971-01-04T21:08:55.000Z,34.53,137.151,42.1,5.8,mw,,,,,iscgem,iscgem787912,2020-07-09T23:46:09.701Z,"18 km SW of Tahara, Japan",earthquake,,,,,automatic,iscgem,iscgem
1971-01-06T06:04:22.000Z,36.374,141.231,35,5.6,mw,,,,,iscgem,iscgem787945,2020-07-09T23:46:21.885Z,"57 km ESE of Hitachi, Japan",earthquake,,,,,automatic,iscgem,iscgem
1971-01-18T05:02:10.000Z,41.611,142.75,45,5.5,mw,,,,,iscgem,iscgem788345,2015-05-13T18:53:04.000Z,"86 km SSE of Shizunai-furukawach?, Japan",earthquake,,,,,automatic,iscgem,iscgem
1971-02-25T19:27:52.000Z,37.159,138.374,19.2,5.6,mw,,,,,iscgem,iscgem787709,2020-07-09T23:45:13.605Z,"12 km E of J?etsu, Japan",earthquake,,,,,automatic,iscgem,iscgem
1971-03-15T05:35:44.000Z,41.732,143.881,33.5,5.7,mw,,,,,iscgem,iscgem786381,2015-05-13T18:53:05.000Z,"142 km ESE of Shizunai-furukawach?, Japan",earthquake,,,,,automatic,iscgem,iscgem
1971-03-22T10:40:04.000Z,37.292,142.109,30,5.5,mw,,,,,iscgem,iscgem786525,2015-05-13T18:53:05.000Z,"100 km ESE of Namie, Japan",earthquake,,,,,automatic,iscgem,iscgem
1971-03-25T16:19:52.000Z,38.467,142.257,45.9,5.7,mw,,,,,iscgem,iscgem786621,2015-05-13T18:53:05.000Z,"81 km SE of ?funato, Japan",earthquake,,,,,automatic,iscgem,iscgem
1971-04-04T18:39:39.000Z,38.393,142.239,35,6.1,mw,,,,,iscgem,iscgem785331,2020-07-09T23:38:02.903Z,"82 km E of Ishinomaki, Japan",earthquake,,,,,automatic,iscgem,iscgem
1971-04-06T00:17:13.000Z,42.383,145.095,34.8,5.5,mw,,,,,iscgem,iscgem785371,2015-05-13T18:53:05.000Z,"88 km SE of Kushiro, Japan",earthquake,,,,,automatic,iscgem,iscgem
1971-04-09T06:08:32.000Z,44.461,139.019,17,5.6,mw,,,,,iscgem,iscgem785468,2015-05-13T18:53:05.000Z,"188 km WSW of Rishiri Town, Japan",earthquake,,,,,automatic,iscgem,iscgem
1971-05-25T13:00:19.000Z,31.377,131.407,30,6.1,mw,,,,,iscgem,iscgem784960,2020-07-09T23:36:00.760Z,"19 km SE of Kushima, Japan",earthquake,,,,,automatic,iscgem,iscgem
1971-05-26T06:13:16.000Z,31.329,131.445,51.1,6.2,mw,,,,,iscgem,iscgem784996,2020-07-09T23:36:24.955Z,"26 km SE of Kushima, Japan",earthquake,,,,,automatic,iscgem,iscgem
1971-05-29T08:52:44.000Z,31.327,131.413,35,6,mw,,,,,iscgem,iscgem785105,2020-07-09T23:36:51.340Z,"23 km SE of Kushima, Japan",earthquake,,,,,automatic,iscgem,iscgem
1971-06-10T19:59:54.000Z,41.087,138.549,230.8,6,mw,,,,,iscgem,iscgem783334,2015-05-13T18:53:05.000Z,"156 km W of Shimokizukuri, Japan",earthquake,,,,,automatic,iscgem,iscgem
1971-06-13T04:05:52.000Z,36.294,140.986,50.8,5.7,mw,,,,,iscgem,iscgem783413,2020-07-09T23:30:10.584Z,"36 km E of ?arai, Japan",earthquake,,,,,automatic,iscgem,iscgem
1971-07-22T22:07:21.000Z,35.518,138.976,26.6,5.6,mw,,,,,iscgem,iscgem782574,2020-07-09T23:24:15.363Z,"11 km S of ?tsuki, Japan",earthquake,,,,,automatic,iscgem,iscgem
1971-08-02T07:24:58.000Z,41.415,143.416,54.8,7.1,mw,,,,,iscgem,iscgem780829,2020-07-09T23:17:11.890Z,"134 km SE of Shizunai-furukawach?, Japan",earthquake,,,,,automatic,iscgem,iscgem
