time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1975-04-17T18:41:07.600Z,36.148,139.752,65,5.1,mb,,,,,us,usp0000anp,2014-11-06T23:21:29.804Z,"4 km ENE of Kurihashi, Japan",earthquake,,,,,reviewed,us,us
1975-04-20T17:35:50.400Z,33.19,131.3,7,6.1,ms,,,,,us,usp0000aq9,2020-07-07T23:08:43.560Z,"16 km SE of Tsukawaki, Japan",earthquake,,,,,reviewed,us,us
1975-04-27T07:07:13.800Z,33.422,140.83,61,5.3,mb,,,,,us,usp0000atk,2015-05-13T18:53:10.000Z,"194 km SSE of Tateyama, Japan",earthquake,,,,,reviewed,us,us
1975-04-29T17:16:19.000Z,34.35,136.451,369,4.7,mb,,,,,us,usp0000auh,2014-11-06T23:21:30.093Z,"27 km WSW of Ise, Japan",earthquake,,,,,reviewed,us,us
1975-05-01T08:13:08.800Z,34.061,141.681,49,4.8,mb,,,,,us,usp0000av7,2014-11-06T23:21:30.115Z,"173 km SE of Katsuura, Japan",earthquake,,,,,reviewed,us,us
1975-05-21T06:48:39.600Z,33.203,136.564,392,4.9,mb,,,,,us,usp0000b3y,2014-11-06T23:21:30.391Z,"79 km SE of Shing?, Japan",earthquake,,,,,reviewed,us,us
1975-05-29T15:44:44.500Z,33.009,137.172,378,5.1,mb,,,,,us,usp0000b7v,2014-11-06T23:21:30.472Z,"136 km SE of Shing?, Japan",earthquake,,,,,reviewed,us,us
1975-06-02T20:20:57.400Z,33.256,140.472,59,4.5,mb,,,,,us,usp0000b9n,2014-11-06T23:21:30.511Z,"199 km SSE of Tateyama, Japan",earthquake,,,,,reviewed,us,us
1975-06-05T12:18:39.500Z,34.76,131.833,19,4.5,mb,,,,,us,usp0000bb1,2014-11-06T23:21:30.540Z,"10 km N of Masuda, Japan",earthquake,,,,,reviewed,us,us
1975-06-12T03:33:33.300Z,35.181,139.46,146,4.5,mb,,,,,us,usp0000bft,2014-11-06T23:21:30.679Z,"15 km SW of Hayama, Japan",earthquake,,,,,reviewed,us,us
1975-06-17T15:18:38.400Z,33.271,131.915,77,4.7,mb,,,,,us,usp0000bmq,2014-11-06T23:21:30.922Z,"19 km NNE of Usuki, Japan",earthquake,,,,,reviewed,us,us
1975-06-18T09:16:54.300Z,31.334,140.904,53,5.4,mb,,,,,us,usp0000bn2,2014-11-06T23:21:30.930Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1975-06-26T09:52:19.900Z,31.868,138.06,389,5.4,mb,,,,,us,usp0000bsp,2015-05-13T18:53:10.000Z,"283 km SE of Shing?, Japan",earthquake,,,,,reviewed,us,us
1975-07-10T05:31:20.300Z,33.098,137.208,373,5.1,mb,,,,,us,usp0000byn,2014-11-06T23:21:31.154Z,"133 km ESE of Shing?, Japan",earthquake,,,,,reviewed,us,us
1975-07-15T07:12:27.900Z,34.027,140.995,39,4.6,mb,,,,,us,usp0000c0b,2014-11-06T23:21:31.187Z,"138 km SSE of Katsuura, Japan",earthquake,,,,,reviewed,us,us
1975-07-20T01:02:49.100Z,33.079,140.462,83,5,mb,,,,,us,usp0000c1x,2014-11-06T23:21:31.261Z,"218 km SSE of Tateyama, Japan",earthquake,,,,,reviewed,us,us
1975-07-27T17:16:42.800Z,33.043,131.173,136,4.7,mb,,,,,us,usp0000c6s,2014-11-06T23:21:31.496Z,"14 km NE of Aso, Japan",earthquake,,,,,reviewed,us,us
1975-08-08T18:06:34.100Z,36.035,140.278,51,4.6,mb,,,,,us,usp0000cd4,2014-11-06T23:21:31.622Z,"7 km E of Ami, Japan",earthquake,,,,,reviewed,us,us
1975-08-12T08:51:41.300Z,31.971,138.097,385,4.6,mb,,,,,us,usp0000ceq,2014-11-06T23:21:31.653Z,"278 km SE of Shing?, Japan",earthquake,,,,,reviewed,us,us
1975-08-12T14:21:04.700Z,32.042,137.715,391,5.7,mb,,,,,us,usp0000cet,2015-05-13T18:53:11.000Z,"247 km SE of Shing?, Japan",earthquake,,,,,reviewed,us,us
1975-08-13T18:07:29.800Z,31.493,138.115,390,4.6,mb,,,,,us,usp0000cf8,2014-11-06T23:21:31.663Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1975-08-16T02:43:49.000Z,34.12,138.771,232,4.7,mb,,,,,us,usp0000cg4,2014-11-06T23:21:31.683Z,"63 km SSW of Shimoda, Japan",earthquake,,,,,reviewed,us,us
1975-08-22T19:36:24.200Z,31.389,138.068,399,5.1,mb,,,,,us,usp0000cjk,2014-11-06T23:21:31.738Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1975-09-16T07:10:58.600Z,31.462,141.663,35,4.5,mb,,,,,us,usp0000cty,2014-11-06T23:21:32.038Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1975-10-08T21:47:56.800Z,32.72,130.728,155,4.9,mb,,,,,us,usp0000d3g,2014-11-06T23:21:32.231Z,"7 km NE of Uto, Japan",earthquake,,,,,reviewed,us,us
1975-10-24T23:06:49.700Z,33.276,141.249,33,4.8,mb,,,,,us,usp0000d9g,2014-11-06T23:21:32.349Z,"224 km SSE of Katsuura, Japan",earthquake,,,,,reviewed,us,us
1975-10-25T14:20:52.800Z,32.934,137.835,341,5.1,mb,,,,,us,usp0000d9t,2014-11-06T23:21:32.354Z,"188 km S of ?yama, Japan",earthquake,,,,,reviewed,us,us
1975-10-28T20:04:53.300Z,31.488,139.972,27,4.5,mb,,,,,us,usp0000daw,2014-11-06T23:21:32.382Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1975-11-04T23:36:36.000Z,33.926,136.475,385,4.8,mb,,,,,us,usp0000deg,2014-11-06T23:21:32.493Z,"29 km ESE of Owase, Japan",earthquake,,,,,reviewed,us,us
1975-12-15T00:54:00.200Z,35.445,140.051,74,4.9,mb,,,,,us,usp0000dx4,2014-11-06T23:21:32.935Z,"8 km SSW of Ichihara, Japan",earthquake,,,,,reviewed,us,us
1975-12-16T23:04:35.300Z,34.352,139.555,51,4.6,mb,,,,,us,usp0000dy3,2014-11-06T23:21:32.954Z,"66 km ESE of Shimoda, Japan",earthquake,,,,,reviewed,us,us
1975-12-28T02:34:17.700Z,32.975,132.329,49,4.7,mb,,,,,us,usp0000e4b,2014-11-06T23:21:33.118Z,"35 km SW of Uwajima, Japan",earthquake,,,,,reviewed,us,us
1976-01-01T15:33:32.600Z,31.623,138.051,388,4.7,mb,,,,,us,usp0000e7v,2014-11-06T23:21:33.334Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1976-01-07T08:53:05.100Z,36.24,141.571,49,4.7,mb,,,,,us,usp0000eb7,2014-11-06T23:21:33.420Z,"87 km NE of Hasaki, Japan",earthquake,,,,,reviewed,us,us
1976-01-14T15:30:04.500Z,32.479,137.326,407,5.2,mb,,,,,us,usp0000ee4,2014-11-06T23:21:33.482Z,"187 km SE of Shing?, Japan",earthquake,,,,,reviewed,us,us
1976-01-16T15:50:20.500Z,36.149,139.886,65,4.6,mb,,,,,us,usp0000egh,2014-11-06T23:21:33.534Z,"8 km WNW of Ishige, Japan",earthquake,,,,,reviewed,us,us
1976-01-17T15:10:57.300Z,33.403,137.639,451,4.9,mb,,,,,us,usp0000ehd,2014-11-06T23:21:33.557Z,"140 km SSE of Toba, Japan",earthquake,,,,,reviewed,us,us
1976-01-25T19:03:45.200Z,32.743,141.024,50,4.8,mb,,,,,us,usp0000er1,2014-11-06T23:21:33.708Z,"270 km SSE of Tateyama, Japan",earthquake,,,,,reviewed,us,us
1976-01-27T23:28:20.900Z,31.387,138.053,394,5,mb,,,,,us,usp0000esw,2014-11-06T23:21:33.747Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1976-02-01T21:19:42.600Z,34.118,132.079,43,4.8,mb,,,,,us,usp0000evj,2014-11-06T23:21:33.921Z,"13 km WSW of Iwakuni, Japan",earthquake,,,,,reviewed,us,us
1976-02-14T09:05:35.100Z,34.285,141.604,50,4.6,mb,,,,,us,usp0000f1w,2014-11-06T23:21:34.068Z,"151 km SE of Katsuura, Japan",earthquake,,,,,reviewed,us,us
1976-02-26T15:06:43.200Z,34.49,141.447,49,5.2,mb,,,,,us,usp0000f7v,2014-11-06T23:21:34.213Z,"126 km SE of Katsuura, Japan",earthquake,,,,,reviewed,us,us
1976-03-02T02:49:51.700Z,33.096,140.792,57,4.5,mb,,,,,us,usp0000f9k,2014-11-06T23:21:34.253Z,"226 km SSE of Tateyama, Japan",earthquake,,,,,reviewed,us,us
1976-03-03T00:32:34.000Z,31.769,132.585,33,4.9,mb,,,,,us,usp0000f9w,2014-11-06T23:21:34.260Z,"110 km ESE of Takanabe, Japan",earthquake,,,,,reviewed,us,us
1976-03-04T04:52:28.200Z,32.39,131.161,106,4.8,mb,,,,,us,usp0000fae,2014-11-06T23:21:34.271Z,"39 km NW of Tsuma, Japan",earthquake,,,,,reviewed,us,us
1976-03-06T16:55:07.500Z,34.472,137.354,314,4.7,mb,,,,,us,usp0000fb8,2014-11-06T23:21:34.288Z,"23 km SSE of Tahara, Japan",earthquake,,,,,reviewed,us,us
1976-03-14T07:44:57.600Z,32.179,141.644,48,4.5,mb,,,,,us,usp0000fep,2014-11-06T23:21:34.361Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1976-03-16T21:15:36.600Z,32.201,141.78,32,4.9,mb,,,,,us,usp0000fg1,2014-11-06T23:21:34.391Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1976-04-02T17:07:54.800Z,35.956,141.576,34,5.5,ms,,,,,us,usp0000fr7,2015-05-13T18:53:12.000Z,"71 km ENE of Hasaki, Japan",earthquake,,,,,reviewed,us,us
1976-04-10T14:49:29.900Z,34.458,141.808,24,4.7,mb,,,,,us,usp0000fu7,2014-11-06T23:21:34.773Z,"156 km SE of ?hara, Japan",earthquake,,,,,reviewed,us,us
1976-04-14T06:56:52.700Z,31.771,132.588,33,5.1,mb,,,,,us,usp0000fvq,2014-11-06T23:21:34.807Z,"110 km ESE of Takanabe, Japan",earthquake,,,,,reviewed,us,us
1976-04-22T19:22:41.200Z,35.537,141.031,61,4.7,mb,,,,,us,usp0000g0c,2014-11-06T23:21:34.907Z,"28 km SE of Hasaki, Japan",earthquake,,,,,reviewed,us,us
1976-04-24T01:25:17.500Z,34.112,141.591,43,5.5,ms,,,,,us,usp0000g0w,2014-11-06T23:21:34.919Z,"163 km SE of Katsuura, Japan",earthquake,,,,,reviewed,us,us
1976-04-25T22:47:46.000Z,34.551,139.418,33,5.3,ms,,,,,us,usp0000g1y,2014-11-06T23:21:34.941Z,"45 km ESE of Shimoda, Japan",earthquake,,,,,reviewed,us,us
1976-06-06T14:01:21.100Z,36.09,139.567,73,4.9,mb,,,,,us,usp0000grm,2014-11-06T23:21:35.565Z,"1 km SW of Kisai, Japan",earthquake,,,,,reviewed,us,us
1976-06-15T20:34:00.400Z,35.482,139.095,34,4.9,mb,,,,,us,usp0000gwj,2014-11-06T23:21:35.681Z,"15 km S of Uenohara, Japan",earthquake,,,,,reviewed,us,us
1976-06-15T22:36:18.300Z,35.537,138.964,28,5.4,mb,,,,,us,usp0000gwk,2014-11-06T23:21:35.681Z,"9 km S of ?tsuki, Japan",earthquake,,,,,reviewed,us,us
1976-06-16T00:05:15.100Z,35.498,139.054,33,4.5,mb,,,,,us,usp0000gwp,2014-11-06T23:21:35.683Z,"14 km SSW of Uenohara, Japan",earthquake,,,,,reviewed,us,us
1976-06-16T05:10:11.900Z,35.465,139.112,38,4.5,mb,,,,,us,usp0000gwu,2014-11-06T23:21:35.687Z,"14 km NW of Hadano, Japan",earthquake,,,,,reviewed,us,us
1976-06-28T12:35:44.300Z,32.126,140.026,130,4.5,mb,,,,,us,usp0000h3j,2014-11-06T23:21:36.010Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1976-07-04T04:20:36.700Z,31.923,141.66,33,4.5,mb,,,,,us,usp0000h6c,2014-11-06T23:21:36.078Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1976-07-08T17:59:32.400Z,33.442,140.924,50,5,mb,,,,,us,usp0000h7y,2014-11-06T23:21:36.116Z,"196 km SSE of Tateyama, Japan",earthquake,,,,,reviewed,us,us
1976-07-14T03:38:00.000Z,36.044,139.845,65,5,mb,,,,,us,usp0000hbc,2014-11-06T23:21:36.203Z,"5 km W of Iwai, Japan",earthquake,,,,,reviewed,us,us
1976-07-16T22:05:17.900Z,33.036,141.543,32,5,mb,,,,,us,usp0000hcq,2014-11-06T23:21:36.239Z,"260 km SSE of Katsuura, Japan",earthquake,,,,,reviewed,us,us
1976-07-18T08:07:30.500Z,36.292,139.831,79,4.6,mb,,,,,us,usp0000hdp,2014-11-06T23:21:36.264Z,"eastern Honshu, Japan",earthquake,,,,,reviewed,us,us
1976-07-30T03:15:31.400Z,32.416,137.823,367,4.9,mb,,,,,us,usp0000hmm,2014-11-06T23:21:36.436Z,"225 km SE of Shing?, Japan",earthquake,,,,,reviewed,us,us
1976-08-03T23:37:44.800Z,36.199,139.771,67,4.8,mb,,,,,us,usp0000hq9,2014-11-06T23:21:36.499Z,"5 km ENE of Koga, Japan",earthquake,,,,,reviewed,us,us
1976-08-05T06:47:44.800Z,32.459,141.255,35,4.9,mb,,,,,us,usp0000hqx,2014-11-06T23:21:36.549Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1976-08-17T17:19:02.100Z,34.801,138.954,27,5.1,mb,,,,,us,usp0000hws,2014-11-06T23:21:36.772Z,"13 km N of Shimoda, Japan",earthquake,,,,,reviewed,us,us
1976-08-30T04:26:47.700Z,32.605,140.314,115,4.5,mb,,,,,us,usp0000j3y,2014-11-06T23:21:36.951Z,"262 km SSE of Shimoda, Japan",earthquake,,,,,reviewed,us,us
1976-09-27T13:07:15.700Z,32.002,140.603,197,5,mb,,,,,us,usp0000jnb,2014-11-06T23:21:37.534Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1976-10-03T05:32:04.200Z,31.51,141.46,46,4.7,mb,,,,,us,usp0000jr4,2014-11-06T23:21:37.599Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1976-10-12T04:24:54.700Z,31.345,141.713,29,5.1,mb,,,,,us,usp0000jur,2014-11-06T23:21:37.696Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1976-10-18T07:17:28.100Z,33.961,141.477,39,4.9,mb,,,,,us,usp0000jxj,2014-11-06T23:21:37.765Z,"169 km SE of Katsuura, Japan",earthquake,,,,,reviewed,us,us
1976-10-19T17:41:26.000Z,31.334,141.181,69,5.4,mb,,,,,us,usp0000jyc,2015-05-13T18:53:12.000Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1976-10-21T13:22:43.400Z,33.109,140.937,33,4.9,mb,,,,,us,usp0000jzc,2014-11-06T23:21:37.808Z,"230 km SSE of Tateyama, Japan",earthquake,,,,,reviewed,us,us
1976-10-29T01:00:14.200Z,33.469,141.024,42,4.8,mb,,,,,us,usp0000k3a,2014-11-06T23:21:37.903Z,"197 km SSE of Katsuura, Japan",earthquake,,,,,reviewed,us,us
1976-10-30T00:43:53.900Z,34.723,139.73,136,5,mb,,,,,us,usp0000k3x,2014-11-06T23:21:37.917Z,"31 km SSW of Tateyama, Japan",earthquake,,,,,reviewed,us,us
1976-11-06T07:57:24.700Z,35.263,138.45,176,5,mb,,,,,us,usp0000k76,2014-11-06T23:21:38.027Z,"16 km WNW of Fujinomiya, Japan",earthquake,,,,,reviewed,us,us
1976-11-15T10:14:29.700Z,35.341,139.074,30,4.6,mb,,,,,us,usp0000kb6,2014-11-06T23:21:38.225Z,"12 km ENE of Gotenba, Japan",earthquake,,,,,reviewed,us,us
1976-11-19T15:14:01.300Z,36.054,141.726,44,5.2,mb,,,,,us,usp0000kd3,2014-11-06T23:21:38.290Z,"88 km ENE of Hasaki, Japan",earthquake,,,,,reviewed,us,us
1976-12-07T09:36:39.100Z,33.948,137.011,342,5,mb,,,,,us,usp0000knn,2014-11-06T23:21:38.505Z,"61 km SSE of Toba, Japan",earthquake,,,,,reviewed,us,us
1977-01-02T22:28:58.600Z,33.462,141.246,32,4.8,mb,,,,,us,usp0000m1m,2014-11-06T23:21:39.205Z,"205 km SSE of Katsuura, Japan",earthquake,,,,,reviewed,us,us
1977-01-05T17:49:44.300Z,32.307,141.744,33,4.9,mb,,,,,us,usp0000m2q,2014-11-06T23:21:39.237Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1977-01-09T08:37:40.300Z,34.429,141.383,59,4.7,mb,,,,,us,usp0000m4e,2014-11-06T23:21:39.282Z,"126 km SE of Katsuura, Japan",earthquake,,,,,reviewed,us,us
1977-01-09T17:30:30.000Z,31.765,141.601,71,4.6,mb,,,,,us,usp0000m4j,2014-11-06T23:21:39.285Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1977-01-23T21:33:29.700Z,32.78,136.944,425,4.5,mb,,,,,us,usp0000mat,2014-11-06T23:21:39.459Z,"138 km SE of Shing?, Japan",earthquake,,,,,reviewed,us,us
1977-02-07T08:42:17.900Z,35.558,140.922,47,5.1,mb,,,,,us,usp0000mgd,2014-11-06T23:21:39.797Z,"21 km SSE of Hasaki, Japan",earthquake,,,,,reviewed,us,us
1977-02-12T02:23:53.800Z,35.501,141.14,42,4.8,mb,,,,,us,usp0000mhm,2014-11-06T23:21:39.830Z,"37 km SE of Hasaki, Japan",earthquake,,,,,reviewed,us,us
1977-02-13T17:34:51.500Z,34.425,141.644,50,4.7,mb,,,,,us,usp0000mjb,2014-11-06T23:21:39.849Z,"145 km ESE of Katsuura, Japan",earthquake,,,,,reviewed,us,us
1977-02-14T09:08:26.100Z,35.698,140.06,79,4.8,mb,,,,,us,usp0000mjn,2014-11-06T23:21:39.857Z,"6 km E of Honch?, Japan",earthquake,,,,,reviewed,us,us
1977-02-18T20:51:29.800Z,33.071,140.817,42,6,mb,,,,,us,usp0000mm8,2016-11-09T21:54:20.934Z,"229 km SSE of Tateyama, Japan",earthquake,,,,,reviewed,us,us
1977-02-19T04:02:24.200Z,33.084,140.816,52,5.2,mb,,,,,us,usp0000mmc,2014-11-06T23:21:39.902Z,"228 km SSE of Tateyama, Japan",earthquake,,,,,reviewed,us,us
1977-02-23T01:35:41.000Z,32.993,141.132,38,4.6,mb,,,,,us,usp0000mpc,2014-11-06T23:21:39.952Z,"249 km SSE of Tateyama, Japan",earthquake,,,,,reviewed,us,us
1977-03-08T19:55:01.900Z,33.129,141.125,46,4.5,mb,,,,,us,usp0000muu,2014-11-06T23:21:40.099Z,"235 km SSE of Katsuura, Japan",earthquake,,,,,reviewed,us,us
1977-03-10T03:51:27.600Z,33.996,137.917,315,4.6,mb,,,,,us,usp0000mvg,2014-11-06T23:21:40.116Z,"72 km SSW of ?yama, Japan",earthquake,,,,,reviewed,us,us
1977-03-22T10:45:02.500Z,36.27,141.735,56,4.5,mb,,,,,us,usp0000n24,2014-11-06T23:21:40.340Z,"100 km NE of Hasaki, Japan",earthquake,,,,,reviewed,us,us
1977-03-29T23:45:37.400Z,36.153,140.019,82,4.5,mb,,,,,us,usp0000n68,2014-11-06T23:21:40.545Z,"6 km NE of Ishige, Japan",earthquake,,,,,reviewed,us,us
1977-03-30T11:20:35.700Z,31.455,140.187,33,5.3,ms,,,,,us,usp0000n6c,2016-11-09T22:11:43.936Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1977-04-04T07:08:16.800Z,35.844,140.734,61,4.6,mb,,,,,us,usp0000n8p,2014-11-06T23:21:40.645Z,"10 km E of Omigawa, Japan",earthquake,,,,,reviewed,us,us
1977-04-12T10:38:49.800Z,31.819,131.548,44,5.1,mb,,,,,us,usp0000ncf,2014-11-06T23:21:40.841Z,"16 km SE of Miyazaki, Japan",earthquake,,,,,reviewed,us,us
1977-04-14T10:01:35.200Z,33.078,141.151,36,4.6,mb,,,,,us,usp0000ndk,2014-11-06T23:21:40.927Z,"242 km SSE of Katsuura, Japan",earthquake,,,,,reviewed,us,us
1977-04-21T13:29:22.500Z,33.104,140.863,33,4.7,mb,,,,,us,usp0000nhx,2014-11-06T23:21:41.306Z,"227 km SSE of Tateyama, Japan",earthquake,,,,,reviewed,us,us
1977-05-01T16:23:01.700Z,35.162,132.61,6,4.6,ms,,,,,us,usp0000nqf,2014-11-06T23:21:41.627Z,"9 km ESE of ?dach?-?da, Japan",earthquake,,,,,reviewed,us,us
1977-05-08T04:01:27.400Z,35.421,139.188,172,4.8,mb,,,,,us,usp0000nsz,2014-11-06T23:21:41.714Z,"6 km NNW of Hadano, Japan",earthquake,,,,,reviewed,us,us
1977-05-08T20:41:56.900Z,32.603,140.811,92,4.9,mb,,,,,us,usp0000ntc,2014-11-06T23:21:41.725Z,"278 km SSE of Tateyama, Japan",earthquake,,,,,reviewed,us,us
1977-05-13T10:27:40.200Z,35.572,140.106,74,4.6,mb,,,,,us,usp0000nve,2014-11-06T23:21:41.868Z,"3 km SSW of Chiba, Japan",earthquake,,,,,reviewed,us,us
1977-05-15T21:51:29.400Z,33.558,141.024,49,5.3,mb,,,,,us,usp0000nwq,2014-11-06T23:21:41.905Z,"187 km SSE of Katsuura, Japan",earthquake,,,,,reviewed,us,us
1977-05-29T17:25:36.800Z,31.3,138.303,381,4.9,mb,,,,,us,usp0000p31,2014-11-06T23:21:42.157Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1977-06-03T23:27:30.200Z,35.582,139.986,65,5.1,mb,,,,,us,usp0000p52,2014-11-06T23:21:42.223Z,"11 km NW of Ichihara, Japan",earthquake,,,,,reviewed,us,us
1977-06-05T11:05:34.800Z,35.935,141.474,36,4.6,mb,,,,,us,usp0000p5m,2014-11-06T23:21:42.240Z,"62 km ENE of Hasaki, Japan",earthquake,,,,,reviewed,us,us
1977-06-11T22:18:51.500Z,33.72,141.634,24,4.6,mb,,,,,us,usp0000p8h,2014-11-06T23:21:42.352Z,"199 km SE of Katsuura, Japan",earthquake,,,,,reviewed,us,us
1977-06-20T06:12:47.000Z,35.302,140.598,33,4.5,mb,,,,,us,usp0000pcu,2014-11-06T23:21:42.615Z,"19 km ENE of ?hara, Japan",earthquake,,,,,reviewed,us,us
1977-06-22T06:02:26.400Z,35.322,140.514,35,4.5,mb,,,,,us,usp0000pds,2014-11-06T23:21:42.649Z,"13 km NE of ?hara, Japan",earthquake,,,,,reviewed,us,us
1977-06-22T07:11:27.500Z,35.476,140.435,35,5.1,mb,,,,,us,usp0000pdt,2014-11-06T23:21:42.650Z,"10 km SE of T?gane, Japan",earthquake,,,,,reviewed,us,us
1977-06-23T16:40:01.100Z,35.164,140.33,30,4.7,mb,,,,,us,usp0000pef,2014-11-06T23:21:42.669Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,us
1977-06-25T18:38:22.000Z,32.337,139.567,34,5.1,mb,,,,,us,usp0000pfp,2014-11-06T23:21:42.701Z,"265 km SSE of Shimoda, Japan",earthquake,,,,,reviewed,us,us
1977-06-26T02:40:35.400Z,32.494,139.498,51,4.6,mb,,,,,us,usp0000pfx,2014-11-06T23:21:42.721Z,"247 km SSE of Shimoda, Japan",earthquake,,,,,reviewed,us,us
1977-06-28T02:46:41.800Z,32.802,130.748,18,4.7,mb,,,,,us,usp0000pgz,2014-11-06T23:21:42.753Z,"5 km E of Kumamoto, Japan",earthquake,,,,,reviewed,us,us
